gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,10,0
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,1675,1
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1416,0
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1469,0
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.35,3361,0
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,4788,0
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,52.15,2235,0
0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,5334,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,3814,0
1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,4211,1
0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,5394,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,110.15,6012,0
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,4360,0
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022,0
0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,5761,0
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3000,1
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1280,1
1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2211,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,3,19.65,5557,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,2845,1
0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65,4341,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481,1
1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4104,0
1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,1489,0
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2814,0
1,0,1,1,53,1,2,2,1,1,1,1,1,1,2,0,1,25.55,606,0
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2495,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,834,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,5505,0
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,852,0
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,2803,0
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,2762,0
1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,3808,0
0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.45,4228,1
1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4164,0
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077,0
1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3,2130,1
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.8,1622,0
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,692,0
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,2268,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,4758,0
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,6210,1
0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,5155,0
0,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,0,24.6,4945,0
0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,83.9,2324,1
0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.3,539,0
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,110.9,5986,0
0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2984,1
1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,1,20.0,674,0
1,0,1,1,40,1,2,1,0,0,2,0,0,0,0,1,2,81.2,2859,0
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2526,0
1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,5439,0
0,1,0,0,56,1,2,1,0,2,2,0,2,2,0,0,2,104.75,4811,0
0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,510,0
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1265,0
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,5323,0
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,2626,0
1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3055,0
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,6071,0
1,1,1,0,71,1,0,0,2,2,0,2,2,0,1,1,0,71.0,4244,0
1,0,1,0,46,1,0,0,2,2,2,2,0,0,2,0,3,65.65,2649,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,20.25,6305,0
1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,2726,0
0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,4458,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150,0
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,5742,0
0,1,1,0,32,1,2,1,0,0,2,0,0,0,0,0,3,79.3,2228,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,6303,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,893,0
0,0,1,1,65,1,2,1,0,2,2,2,2,2,2,1,1,110.8,5641,0
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,84.1,1246,0
0,0,1,0,67,1,0,2,1,1,1,1,1,1,2,0,3,19.65,605,0
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,6222,0
0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,102.8,2316,1
0,1,0,0,8,1,2,1,0,0,0,0,0,2,0,0,2,85.2,5475,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1483,0
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,4292,0
0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79,1
0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.7,2605,0
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2663,1
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,5800,0
1,0,1,1,57,1,0,0,2,2,0,2,0,0,1,0,3,59.6,3042,0
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,20.35,5553,0
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,3475,0
1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,269,1
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,3854,1
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,472,1
0,0,1,0,56,1,2,1,0,0,0,0,2,0,0,1,0,85.6,4152,0
0,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.55,5190,1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,2008,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,2375,0
0,0,1,0,71,1,2,1,0,2,2,0,2,2,2,1,0,105.15,5805,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,4180,0
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,3653,0
0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,2349,0
1,0,1,1,69,1,0,1,0,2,0,2,2,0,2,1,3,92.15,5202,0
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1202,0
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,784,1
0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,2804,0
1,0,1,1,68,1,0,0,0,0,2,2,2,2,2,1,0,72.95,4196,0
1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,6021,1
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,5311,1
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,3541,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,2909,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.7,548,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1663,1
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,4584,0
1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,1754,0
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3372,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,1612,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.95,447,0
1,0,1,1,38,1,2,0,0,2,2,0,2,2,1,0,1,78.95,2470,0
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3616,1
1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418,1
0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,4315,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,1625,1
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5136,0
0,0,1,0,20,1,0,1,0,0,0,0,0,0,0,1,0,69.8,979,0
0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,3711,1
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,3581,0
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,4285,0
1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,661,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,4225,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,3659,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,19.95,11,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.55,1485,0
0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2308,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477,0
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,6506,0
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,1905,0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,6025,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,2874,0
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,1326,1
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,437,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274,1
1,0,0,0,50,1,0,1,2,2,2,2,0,0,1,1,1,90.1,3878,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,736,0
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,5941,0
0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,3,20.1,4100,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1447,0
0,0,1,1,20,1,2,2,1,1,1,1,1,1,0,1,0,25.55,4288,0
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1,431,1
1,0,0,1,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3022,0
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1766,1
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4183,0
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,5700,0
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,3494,0
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,3473,0
1,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,0,91.7,4963,0
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,4320,0
1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,5916,0
1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,4268,0
0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1375,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.7,4704,0
0,0,0,0,64,1,2,1,0,2,2,2,2,2,2,1,1,110.5,5551,0
0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3097,0
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1337,0
1,0,0,1,37,1,0,0,2,2,0,2,0,0,2,0,1,61.45,1942,0
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5651,0
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,3577,1
1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25,5386,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,6427,0
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1387,1
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,5815,1
0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4191,0
1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,6240,1
0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,43.6,2387,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,69.25,3574,1
0,0,0,0,53,1,2,1,2,2,2,0,2,0,1,0,3,98.6,4444,0
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,1961,0
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,5921,1
0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,3407,1
1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,839,0
0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,377,1
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392,0
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1418,1
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,120,1
0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,3496,0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652,0
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,3707,1
0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,2867,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,4225,1
1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162,1
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1308,1
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,5070,1
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,3,75.0,5250,0
1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,74.3,3437,0
0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,3480,0
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,3731,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482,0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,4993,0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,6020,1
1,1,0,0,51,1,2,2,1,1,1,1,1,1,1,0,0,25.0,475,0
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3107,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,1612,0
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,4744,0
1,0,0,0,39,1,2,1,2,2,0,0,2,2,0,1,2,106.4,3457,0
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,6486,0
1,1,1,1,71,1,2,0,0,2,2,2,0,2,1,1,0,72.9,4323,0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,46.0,4172,0
1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,2923,0
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1149,0
1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,20.4,415,0
1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,5038,0
0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2185,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3905,1
0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,19.25,3514,0
1,0,1,1,38,1,2,1,0,0,2,2,2,0,2,1,0,94.9,3125,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,2063,1
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,3032,1
1,0,0,0,41,1,0,1,0,2,0,2,2,0,1,1,2,89.55,3211,0
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,3075,0
0,0,1,1,68,1,2,1,0,2,0,2,2,2,2,1,1,103.75,5539,0
1,0,0,0,5,1,0,0,0,0,2,2,2,0,0,1,1,63.95,2760,0
1,0,1,1,41,1,2,1,0,0,2,2,2,2,1,1,2,102.6,3596,1
0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,6286,0
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,961,1
1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,4572,0
1,0,1,1,45,1,2,0,2,2,0,2,2,0,2,0,1,73.85,2927,0
1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,3924,0
0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4074,0
1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,1679,0
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,994,1
0,0,1,0,63,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4202,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,3034,1
0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2139,0
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3186,1
1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,4760,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,4234,0
0,0,0,1,26,0,1,0,0,0,2,0,0,0,0,1,3,29.8,5942,0
1,0,0,0,41,0,1,0,0,0,2,0,2,2,1,1,2,51.35,1699,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,1,20.3,3949,0
1,0,1,1,35,1,0,1,0,2,0,2,2,0,1,1,2,89.7,2748,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,5356,0
0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,4689,0
0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2180,0
0,0,1,1,32,0,1,0,2,2,0,0,0,0,0,1,2,35.15,99,0
0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,3,86.0,306,0
1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,104.05,5261,0
0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,86.3,338,1
1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2345,1
1,0,0,0,54,1,0,1,2,0,2,0,2,0,0,0,3,89.8,3947,0
0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,5359,0
1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,3863,0
1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,1345,1
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,1969,0
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,4402,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5822,1
1,0,1,1,33,1,0,0,0,2,2,2,2,2,2,0,1,82.1,2253,0
1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,1372,0
1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,800,0
0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,436,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1889,1
0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,5728,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,1610,1
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,4461,0
0,0,1,1,43,1,0,0,0,2,0,0,0,0,0,0,3,50.2,1782,0
0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,5174,1
1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,6275,0
1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5260,1
1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4135,0
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,829,0
1,0,1,0,46,0,1,0,2,0,2,2,0,0,2,0,1,40.4,1403,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,1614,0
0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,55.3,4241,0
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,1573,1
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2137,0
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,0,81.95,4640,0
1,0,0,0,33,1,2,1,2,0,0,0,0,0,1,0,0,80.1,2254,0
0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,6411,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,5773,0
0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,26.0,1141,0
0,0,0,0,15,1,0,0,2,0,2,2,0,0,0,0,2,58.95,6455,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,69.15,4123,0
1,0,0,0,19,1,0,1,0,2,2,0,0,0,0,1,2,78.25,885,1
1,0,1,1,25,1,0,1,0,2,0,0,0,0,0,1,2,75.5,1500,0
1,0,0,0,38,1,0,1,0,0,0,0,0,0,0,1,1,69.5,2272,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,13,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816,1
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,5440,1
1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,142,0
0,0,1,0,43,1,0,0,2,0,2,2,2,2,2,1,2,78.8,2995,0
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,0,2,54.15,574,0
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55,1395,1
0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1368,0
1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,44.6,2250,1
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,538,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,209,0
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,1774,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,4142,1
1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,4274,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,1,19.75,1489,0
1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,225,0
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,4546,0
1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,4419,0
0,0,1,0,62,1,0,0,2,2,2,0,2,0,2,1,1,72.0,3644,0
1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2145,1
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,2948,1
1,0,1,1,38,1,2,0,2,0,2,2,2,2,2,1,0,85.4,2860,0
1,0,0,0,32,1,2,1,0,0,0,0,0,2,0,1,0,85.65,2318,0
0,0,1,1,61,0,1,0,0,2,2,2,2,0,2,0,1,51.35,2824,0
0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1420,0
1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2435,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,1415,1
0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,4887,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1594,0
0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,64.5,1592,0
1,0,1,1,5,1,0,1,2,0,2,0,0,2,0,1,3,90.35,3690,0
1,0,1,1,54,1,2,2,1,1,1,1,1,1,2,1,0,24.05,422,0
1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2103,1
1,0,1,1,40,1,2,2,1,1,1,1,1,1,2,0,1,25.25,14,0
1,0,0,0,35,1,2,1,2,0,2,2,2,2,2,1,2,108.95,3443,0
0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5593,1
1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386,1
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,1,108.05,5923,0
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2032,0
